,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.344) → (55.625,12.607)",17.131317066811,260.43304345041975,"(55.665,12.344)","(55.625,12.607)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.346) → (55.646,12.276)",4.8595855044252,802.3534172705268,"(55.665,12.346)","(55.646,12.276)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.346) → (55.646,12.283)",4.5131156917215005,803.2113002956025,"(55.665,12.346)","(55.646,12.283)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.347) → (55.643,12.292)",4.1955001580099,803.2633629314151,"(55.665,12.347)","(55.643,12.292)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.724,12.399)",7.222655479899401,351.4277212824941,"(55.665,12.349)","(55.724,12.399)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.739,12.458)",10.752785057685001,241.6065583817147,"(55.665,12.349)","(55.739,12.458)",Albertslund,Herlev,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.645,12.284)",4.6634161581614,803.1236404193209,"(55.665,12.349)","(55.645,12.284)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.628,12.612)",17.053826319530998,260.3411596027156,"(55.665,12.349)","(55.628,12.612)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.35) → (55.647,12.288)",4.3936927557848,802.7017911660039,"(55.665,12.35)","(55.647,12.288)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.35) → (55.635,12.624)",17.526121544124997,260.41616376771486,"(55.665,12.35)","(55.635,12.624)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.351) → (55.739,12.476)",11.393826901339999,241.4376481241496,"(55.665,12.351)","(55.739,12.476)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.739,12.473)",11.205957714152,241.33286378840066,"(55.665,12.352)","(55.739,12.473)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.646,12.287)",4.567010879888599,802.9799621481349,"(55.665,12.352)","(55.646,12.287)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.64,12.371)",2.9995230875527,235.2901290290979,"(55.665,12.352)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.353) → (55.634,12.458)",7.4825136367958,225.9178208244605,"(55.665,12.353)","(55.634,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.721,12.398)",6.8044722114184,351.404943879326,"(55.665,12.354)","(55.721,12.398)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.627,12.458)",7.8078776749749,225.9031782081382,"(55.665,12.354)","(55.627,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.634,12.622)",17.214209295299998,260.2509713546028,"(55.665,12.354)","(55.634,12.622)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.678,12.544)",11.911836787857,2371.983371185451,"(55.665,12.355)","(55.678,12.544)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.679,12.536)",11.452029201745,2369.4499353770243,"(55.665,12.355)","(55.679,12.536)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.632,12.619)",16.961816431132,260.38774279220166,"(55.665,12.355)","(55.632,12.619)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.356) → (55.634,12.458)",7.3204548010612,225.75987876543857,"(55.665,12.356)","(55.634,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.356) → (55.64,12.371)",2.9061297313817995,235.33106335881303,"(55.665,12.356)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.672,12.415)",3.671602266024,891.1202932520386,"(55.665,12.357)","(55.672,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.673,12.415)",3.6951086441128997,890.1108222844906,"(55.665,12.357)","(55.673,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.674,12.415)",3.7100824899342,890.4972995747854,"(55.665,12.357)","(55.674,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.633,12.458)",7.284681588284401,225.87852386793398,"(55.665,12.357)","(55.633,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.64,12.371)",2.8845546019071002,235.06447771597465,"(55.665,12.357)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.358) → (55.684,12.539)",11.519661258392,2371.3002007187106,"(55.665,12.358)","(55.684,12.539)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.358) → (55.671,12.415)",3.5868103158976,891.0625362654339,"(55.665,12.358)","(55.671,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.358) → (55.671,12.458)",6.3071847717268,373.2602167797971,"(55.665,12.358)","(55.671,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.358) → (55.628,12.612)",16.460032842684,260.13802200567864,"(55.665,12.358)","(55.628,12.612)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.64,12.458)",6.8456225831354,225.66189860733567,"(55.665,12.359)","(55.64,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.726,12.395)",7.0757802128416,351.1820336351267,"(55.665,12.36)","(55.726,12.395)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.727,12.393)",7.187792055659901,351.303733439809,"(55.665,12.36)","(55.727,12.393)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.68,12.539)",11.356064696410499,4743.861619270141,"(55.665,12.36)","(55.68,12.539)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.616,12.36)",5.5157396447773,282.0773732591696,"(55.665,12.36)","(55.616,12.36)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.64,12.371)",2.8418471897676003,235.1665403806652,"(55.665,12.36)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.361) → (55.635,12.458)",6.9630109418538,225.83811435416294,"(55.665,12.361)","(55.635,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.668,12.415)",3.3013704126616,890.965288590184,"(55.665,12.362)","(55.668,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.671,12.458)",6.0723078636897005,373.32700472616864,"(55.665,12.362)","(55.671,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.616,12.351)",5.568685177540599,282.37897276017276,"(55.665,12.363)","(55.616,12.351)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.364) → (55.616,12.354)",5.5462135736974005,282.19984845679824,"(55.665,12.364)","(55.616,12.354)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.739,12.475)",10.552213822951,241.56453246987382,"(55.665,12.371)","(55.739,12.475)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.745,12.458)",10.423155626305,241.59089891703667,"(55.665,12.371)","(55.745,12.458)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.616,12.344)",5.770936137669199,282.39727603057565,"(55.665,12.371)","(55.616,12.344)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.616,12.352)",5.6341674694929,282.34815483491747,"(55.665,12.371)","(55.616,12.352)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.616,12.355)",5.6029918038085995,282.29764294270365,"(55.665,12.371)","(55.616,12.355)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.64,12.371)",2.7569967367947994,470.5638464190637,"(55.665,12.371)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.666,12.355)",0.01742309899800995,143128.5791696034,"(55.666,12.355)","(55.666,12.355)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.666,12.355) → (55.667,12.355)",0.023532722706909,71594.8502873331,"(55.666,12.355)","(55.667,12.355)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.667,12.357) → (55.683,12.54)",11.593444532985,2370.478727037105,"(55.667,12.357)","(55.683,12.54)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.668,12.36) → (55.676,12.458)",6.2094991346833,373.367752871784,"(55.668,12.36)","(55.676,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.669,12.356) → (55.715,12.407)",5.9852368157257,351.36659268345284,"(55.669,12.356)","(55.715,12.407)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.669,12.36) → (55.677,12.415)",3.5404539298996003,890.805895508087,"(55.669,12.36)","(55.677,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.669,12.364) → (55.678,12.458)",6.032159803727599,373.1309107373221,"(55.669,12.364)","(55.678,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.67,12.371) → (55.679,12.458)",5.6069586907691,373.39195386265,"(55.67,12.371)","(55.679,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.671,12.371) → (55.715,12.404)",5.2439157787215995,351.02962005585545,"(55.671,12.371)","(55.715,12.404)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.841,12.362) → (55.814,12.371)",3.0680801703252,304.30856687763327,"(55.841,12.362)","(55.814,12.371)",Allerød,Furesø,Region Hovedstaden,Region Hovedstaden
"(55.846,12.309) → (55.937,12.313)",10.142539625481,294.74206394376705,"(55.846,12.309)","(55.937,12.313)",Allerød,Hillerød,Region Hovedstaden,Region Hovedstaden
"(55.85,12.362) → (55.814,12.371)",4.061672375872,304.14872555899365,"(55.85,12.362)","(55.814,12.371)",Allerød,Furesø,Region Hovedstaden,Region Hovedstaden
"(55.851,12.327) → (55.678,12.568)",24.473236302208,216.46691870677006,"(55.851,12.327)","(55.678,12.568)",Allerød,København,Region Hovedstaden,Region Hovedstaden
"(55.851,12.335) → (55.69,12.555)",22.540584148775,216.4905457827991,"(55.851,12.335)","(55.69,12.555)",Allerød,København,Region Hovedstaden,Region Hovedstaden
"(55.856,12.329) → (55.937,12.314)",9.0774423684179,294.8969617164694,"(55.856,12.329)","(55.937,12.314)",Allerød,Hillerød,Region Hovedstaden,Region Hovedstaden
"(55.857,12.316) → (55.937,12.301)",8.951176080813001,294.92914932729155,"(55.857,12.316)","(55.937,12.301)",Allerød,Hillerød,Region Hovedstaden,Region Hovedstaden
"(55.858,12.34)",0.027096036194496,21346.988769646712,"(55.858,12.34)","(55.858,12.34)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.858,12.34) → (55.859,12.341)",0.024996823536921,21356.25742043614,"(55.858,12.34)","(55.859,12.341)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.333) → (55.937,12.312)",8.709167762551699,294.948266076379,"(55.859,12.333)","(55.937,12.312)",Allerød,Hillerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.339) → (55.859,12.34)",0.02043751226628,21363.658289808383,"(55.859,12.339)","(55.859,12.34)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.34)",0.028948076703636003,21367.480917562476,"(55.859,12.34)","(55.859,12.34)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.342)",0.010601461478725201,42741.01145015319,"(55.859,12.342)","(55.859,12.342)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.863,12.346) → (55.685,12.571)",24.261840734159,216.504578290108,"(55.863,12.346)","(55.685,12.571)",Allerød,København,Region Hovedstaden,Region Hovedstaden
"(55.863,12.384) → (55.838,12.415)",3.3362621127999996,200.80282507390064,"(55.863,12.384)","(55.838,12.415)",Allerød,Rudersdal,Region Hovedstaden,Region Hovedstaden
"(55.868,12.371) → (55.838,12.415)",4.2581398913378,200.8158407328538,"(55.868,12.371)","(55.838,12.415)",Allerød,Rudersdal,Region Hovedstaden,Region Hovedstaden
"(55.715,12.381) → (55.683,12.415)",4.1395254447628,288.6225582756934,"(55.715,12.381)","(55.683,12.415)",Ballerup,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.715,12.382) → (55.68,12.415)",4.3524771765852,288.57092389698596,"(55.715,12.382)","(55.68,12.415)",Ballerup,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.715,12.393) → (55.68,12.415)",4.1176958089483,288.4709562002826,"(55.715,12.393)","(55.68,12.415)",Ballerup,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.715,12.395) → (55.676,12.415)",4.455619643991,288.34575933159556,"(55.715,12.395)","(55.676,12.415)",Ballerup,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.715,12.404) → (55.797,12.356)",9.6369399360299,156.70965181064977,"(55.715,12.404)","(55.797,12.356)",Ballerup,Furesø,Region Hovedstaden,Region Hovedstaden
"(55.715,12.404) → (55.677,12.458)",5.426030888902299,225.87852386793398,"(55.715,12.404)","(55.677,12.458)",Ballerup,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.715,12.406) → (55.68,12.458)",5.0780169688698,225.9031782081382,"(55.715,12.406)","(55.68,12.458)",Ballerup,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.718,12.387) → (55.678,12.415)",4.7734237473004,288.6540610437321,"(55.718,12.387)","(55.678,12.415)",Ballerup,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.718,12.394) → (55.678,12.415)",4.6266481259867005,288.6727710534773,"(55.718,12.394)","(55.678,12.415)",Ballerup,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.719,12.386) → (55.675,12.371)",4.956087776016799,185.09490150289034,"(55.719,12.386)","(55.675,12.371)",Ballerup,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.719,12.391) → (55.669,12.371)",5.660587746037099,185.11510436500214,"(55.719,12.391)","(55.669,12.371)",Ballerup,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.719,12.391) → (55.683,12.531)",9.658251622876,2598.0549394812956,"(55.719,12.391)","(55.683,12.531)",Ballerup,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.72,12.391) → (55.665,12.371)",6.1939320163739,185.06178815132796,"(55.72,12.391)","(55.665,12.371)",Ballerup,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.72,12.391) → (55.689,12.521)",8.851376977198301,2595.11183398436,"(55.72,12.391)","(55.689,12.521)",Ballerup,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.72,12.391) → (55.814,12.371)",10.438952647907,156.77769358711012,"(55.72,12.391)","(55.814,12.371)",Ballerup,Furesø,Region Hovedstaden,Region Hovedstaden
"(55.72,12.393) → (55.689,12.523)",8.8755430994102,2597.886549393589,"(55.72,12.393)","(55.689,12.523)",Ballerup,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.72,12.394) → (55.688,12.528)",9.100859118823001,2597.1383150728734,"(55.72,12.394)","(55.688,12.528)",Ballerup,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.72,12.405) → (55.739,12.415)",2.2258912878585,332.5796790286479,"(55.72,12.405)","(55.739,12.415)",Ballerup,Herlev,Region Hovedstaden,Region Hovedstaden
"(55.721,12.389) → (55.688,12.526)",9.370405994796199,2597.6030244812405,"(55.721,12.389)","(55.688,12.526)",Ballerup,Frederiksberg,Region Hovedstaden,Region Hovedstaden
