,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.339) → (55.647,12.283)",4.0928558566749,703.4444683695162,"(55.665,12.339)","(55.647,12.283)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.342) → (55.64,12.286)",4.4571237340557,703.7688855109152,"(55.665,12.342)","(55.64,12.286)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.346) → (55.645,12.293)",3.9723421675811,704.432607425545,"(55.665,12.346)","(55.645,12.293)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.346) → (55.649,12.283)",4.3856390510373995,703.3762898581092,"(55.665,12.346)","(55.649,12.283)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.348) → (55.646,12.281)",4.7267540842611,704.4201680712026,"(55.665,12.348)","(55.646,12.281)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.633,12.622)",17.497225626536,295.6101120446484,"(55.665,12.349)","(55.633,12.622)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.35) → (55.64,12.303)",4.0152959910370996,705.0916141255593,"(55.665,12.35)","(55.64,12.303)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.351) → (55.628,12.624)",17.662455347273,295.33158588404484,"(55.665,12.351)","(55.628,12.624)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.351) → (55.64,12.371)",3.0284471216612,254.48785592135775,"(55.665,12.351)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.633,12.62)",17.220413550002,295.16683592259943,"(55.665,12.352)","(55.633,12.62)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.353) → (55.633,12.621)",17.197013056318,295.6048919584511,"(55.665,12.353)","(55.633,12.621)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.677,12.547)",12.191687845258999,2323.6538147098254,"(55.665,12.354)","(55.677,12.547)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.633,12.458)",7.498862186740099,219.80509058065914,"(55.665,12.354)","(55.633,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.633,12.458)",7.462267106394499,219.927776722161,"(55.665,12.355)","(55.633,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.671,12.458)",6.522911463507401,370.5644967303702,"(55.665,12.355)","(55.671,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
