,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.344) → (55.64,12.094)",15.954882124082001,366.06175087499236,"(55.665,12.344)","(55.64,12.094)",Albertslund,Roskilde,Region Hovedstaden,Region Sjælland
"(55.665,12.35) → (55.64,12.371)",3.0470156414617997,304.9862860624223,"(55.665,12.35)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.739,12.48)",11.543901278073001,314.7376729043383,"(55.665,12.352)","(55.739,12.48)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.739,12.478)",11.322956569092,314.61743193807774,"(55.665,12.354)","(55.739,12.478)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.645,12.286)",4.8112979085607,956.3521037031576,"(55.665,12.354)","(55.645,12.286)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.635,12.624)",17.303413895102,218.38940568872454,"(55.665,12.354)","(55.635,12.624)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.356) → (55.64,12.371)",2.89591809552,305.0690883735909,"(55.665,12.356)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.356) → (55.591,12.297)",9.0568226141379,202.20807530235405,"(55.665,12.356)","(55.591,12.297)",Albertslund,Greve,Region Hovedstaden,Region Sjælland
"(55.665,12.356) → (55.64,12.092)",16.770146741189002,365.98354327490676,"(55.665,12.356)","(55.64,12.092)",Albertslund,Roskilde,Region Hovedstaden,Region Sjælland
"(55.665,12.357) → (55.633,12.458)",7.313606016254901,391.5775426490031,"(55.665,12.357)","(55.633,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.616,12.371)",5.5806329260052,320.9235247326032,"(55.665,12.357)","(55.616,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.596,12.303)",8.3596749540897,202.18182058154002,"(55.665,12.357)","(55.596,12.303)",Albertslund,Greve,Region Hovedstaden,Region Sjælland
"(55.665,12.358) → (55.719,12.396)",6.468248820992,590.5759659624308,"(55.665,12.358)","(55.719,12.396)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.739,12.473)",10.931107008934,314.50505423795113,"(55.665,12.359)","(55.739,12.473)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.643,12.291)",4.9393396542086,957.7207692774797,"(55.665,12.359)","(55.643,12.291)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.64,12.371)",2.8418471897676003,305.31366805825695,"(55.665,12.36)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.361) → (55.72,12.405)",6.7114167392485,590.49928550799,"(55.665,12.361)","(55.72,12.405)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.361) → (55.64,12.371)",2.821142167749766,915.0316537412436,"(55.665,12.361)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.625,12.458)",7.5207180921197,391.77293454292726,"(55.665,12.363)","(55.625,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.632,12.458)",7.066273132605799,391.5267001737759,"(55.665,12.363)","(55.632,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.364) → (55.616,12.35)",5.586518757016799,321.1067990131512,"(55.665,12.364)","(55.616,12.35)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.364) → (55.629,12.089)",17.691616959382,366.08290604830904,"(55.665,12.364)","(55.629,12.089)",Albertslund,Roskilde,Region Hovedstaden,Region Sjælland
"(55.665,12.364) → (55.64,12.093)",17.199687170032,366.1234154193323,"(55.665,12.364)","(55.64,12.093)",Albertslund,Roskilde,Region Hovedstaden,Region Sjælland
"(55.665,12.365) → (55.616,12.36)",5.5265020728917005,321.1253561827272,"(55.665,12.365)","(55.616,12.36)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.739,12.474)",10.516366595329,314.545894914773,"(55.665,12.371)","(55.739,12.474)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.739,12.483)",10.851352010337,314.7028490590727,"(55.665,12.371)","(55.739,12.483)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.631,12.458)",6.7016350714725,391.6665989433213,"(55.665,12.371)","(55.631,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.616,12.358)",5.5717384322709,321.3828084823757,"(55.665,12.371)","(55.616,12.358)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
