,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(56.219,14.744) → (56.103,14.678)",13.556482231656,91.03854790038638,"(56.219,14.744)","(56.103,14.678)",Karlshamns kommun,Sölvesborgs kommun,Blekinge,Blekinge
"(56.219,14.753) → (56.1,14.678)",14.018575579352,91.05070880486196,"(56.219,14.753)","(56.1,14.678)",Karlshamns kommun,Sölvesborgs kommun,Blekinge,Blekinge
"(56.219,14.766) → (56.317,14.535)",17.909859747887,92.36613064283884,"(56.219,14.766)","(56.317,14.535)",Karlshamns kommun,Olofströms Kommun,Blekinge,Blekinge
"(56.219,14.77) → (56.075,14.678)",17.042022422004003,91.04980642018997,"(56.219,14.77)","(56.075,14.678)",Karlshamns kommun,Sölvesborgs kommun,Blekinge,Blekinge
"(56.219,14.799) → (56.317,14.502)",21.335798419727002,92.40967460791958,"(56.219,14.799)","(56.317,14.502)",Karlshamns kommun,Olofströms Kommun,Blekinge,Skåne
"(56.219,14.81) → (56.317,14.502)",21.877229702676,92.39733219740707,"(56.219,14.81)","(56.317,14.502)",Karlshamns kommun,Olofströms Kommun,Blekinge,Skåne
"(56.219,14.949) → (56.219,15.237)",17.783996329637002,146.6991486680382,"(56.219,14.949)","(56.219,15.237)",Karlshamns kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.219,14.95) → (56.219,15.258)",19.01899409183,146.74870407823477,"(56.219,14.95)","(56.219,15.258)",Karlshamns kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.219,14.957) → (56.219,15.205)",15.343058502841,146.7668521400077,"(56.219,14.957)","(56.219,15.205)",Karlshamns kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.219,14.979) → (56.219,15.205)",13.973143852338,146.76830673022525,"(56.219,14.979)","(56.219,15.205)",Karlshamns kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.222,14.837) → (56.222,14.836)",0.09781716229578698,16386.409653269035,"(56.222,14.837)","(56.222,14.836)",Karlshamns kommun,Karlshamns kommun,Blekinge,Blekinge
"(56.222,14.837)",0.023389249631247996,16378.688283696336,"(56.222,14.837)","(56.222,14.837)",Karlshamns kommun,Karlshamns kommun,Blekinge,Blekinge
"(56.222,14.839) → (56.222,14.838)",0.045246029854382995,16386.247250964934,"(56.222,14.839)","(56.222,14.838)",Karlshamns kommun,Karlshamns kommun,Blekinge,Blekinge
"(56.223,14.837) → (56.222,14.837)",0.022425932989226002,16384.221053475507,"(56.223,14.837)","(56.222,14.837)",Karlshamns kommun,Karlshamns kommun,Blekinge,Blekinge
"(56.189,15.581) → (56.219,15.266)",19.785506424086,247.32932490260555,"(56.189,15.581)","(56.219,15.266)",Karlskrona Kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.19,15.598) → (56.219,15.265)",20.841252407011,247.33177615649066,"(56.19,15.598)","(56.219,15.265)",Karlskrona Kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.204,15.56) → (56.225,15.259)",18.816059785109,247.21523201465692,"(56.204,15.56)","(56.225,15.259)",Karlskrona Kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.204,15.616) → (56.204,15.615)",0.03902062497150433,99920.58588502114,"(56.204,15.616)","(56.204,15.615)",Karlskrona Kommun,Karlskrona Kommun,Blekinge,Blekinge
"(56.205,15.616) → (56.204,15.615)",0.102864356677,33313.687696155015,"(56.205,15.616)","(56.204,15.615)",Karlskrona Kommun,Karlskrona Kommun,Blekinge,Blekinge
"(56.216,15.544) → (56.219,15.285)",16.045961158022,247.29874205776596,"(56.216,15.544)","(56.219,15.285)",Karlskrona Kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.317,14.522) → (56.219,14.502)",10.926166644165999,139.97347771493705,"(56.317,14.522)","(56.219,14.502)",Olofströms Kommun,Bromölla Kommun,Blekinge,Skåne
"(56.317,14.54) → (56.219,14.816)",20.217251964727,85.61484559263138,"(56.317,14.54)","(56.219,14.816)",Olofströms Kommun,Karlshamns kommun,Blekinge,Blekinge
"(56.317,14.546) → (56.219,14.81)",19.567592985367998,85.57450338968893,"(56.317,14.546)","(56.219,14.81)",Olofströms Kommun,Karlshamns kommun,Blekinge,Blekinge
"(56.317,14.551) → (56.219,14.775)",17.611558820738,85.61399708167116,"(56.317,14.551)","(56.219,14.775)",Olofströms Kommun,Karlshamns kommun,Blekinge,Blekinge
"(56.317,14.601) → (56.219,14.799)",16.337659285336002,85.6034107123036,"(56.317,14.601)","(56.219,14.799)",Olofströms Kommun,Karlshamns kommun,Blekinge,Blekinge
"(56.319,14.514) → (56.319,14.512)",0.08947698040933,6026.953604082723,"(56.319,14.514)","(56.319,14.512)",Olofströms Kommun,Olofströms Kommun,Blekinge,Blekinge
"(56.32,14.512) → (56.32,14.511)",0.038032552404521004,6027.013336560638,"(56.32,14.512)","(56.32,14.511)",Olofströms Kommun,Olofströms Kommun,Blekinge,Blekinge
"(56.32,14.513) → (56.319,14.513)",0.050238874535572,6026.20835728677,"(56.32,14.513)","(56.319,14.513)",Olofströms Kommun,Olofströms Kommun,Blekinge,Blekinge
