,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.344) → (55.625,12.607)",17.131317066811,260.4330434504198,"(55.665,12.344)","(55.625,12.607)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.346) → (55.646,12.276)",4.8595855044252,802.3534172705268,"(55.665,12.346)","(55.646,12.276)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.347) → (55.643,12.292)",4.1955001580099,803.2633629314153,"(55.665,12.347)","(55.643,12.292)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.724,12.399)",7.222655479899401,351.42772128249413,"(55.665,12.349)","(55.724,12.399)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.739,12.458)",10.752785057685001,241.60655838171473,"(55.665,12.349)","(55.739,12.458)",Albertslund,Herlev,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.645,12.284)",4.6634161581614,803.1236404193209,"(55.665,12.349)","(55.645,12.284)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.628,12.612)",17.053826319530998,260.3411596027156,"(55.665,12.349)","(55.628,12.612)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.35) → (55.647,12.288)",4.3936927557848,802.7017911660038,"(55.665,12.35)","(55.647,12.288)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.351) → (55.739,12.476)",11.393826901339999,241.43764812414958,"(55.665,12.351)","(55.739,12.476)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.739,12.473)",11.205957714152,241.33286378840066,"(55.665,12.352)","(55.739,12.473)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.646,12.287)",4.567010879888599,802.9799621481349,"(55.665,12.352)","(55.646,12.287)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.64,12.371)",2.9995230875527,235.2901290290979,"(55.665,12.352)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.353) → (55.634,12.458)",7.4825136367958,225.91782082446053,"(55.665,12.353)","(55.634,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.634,12.622)",17.214209295299998,260.2509713546028,"(55.665,12.354)","(55.634,12.622)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.679,12.536)",11.452029201745,2369.4499353770243,"(55.665,12.355)","(55.679,12.536)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.632,12.619)",16.961816431132,260.38774279220166,"(55.665,12.355)","(55.632,12.619)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.356) → (55.634,12.458)",7.3204548010612,225.75987876543857,"(55.665,12.356)","(55.634,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
