,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(56.219,14.801) → (56.06,14.678)",19.272237223164,296.8236125735498,"(56.219,14.801)","(56.06,14.678)",Karlshamns kommun,Sölvesborgs kommun,Blekinge,Blekinge
"(56.219,14.803) → (56.184,14.502)",19.040196250751,115.39529946233142,"(56.219,14.803)","(56.184,14.502)",Karlshamns kommun,Bromölla Kommun,Blekinge,Skåne
"(56.219,14.806) → (56.069,14.678)",18.423187482654,296.97319714570585,"(56.219,14.806)","(56.069,14.678)",Karlshamns kommun,Sölvesborgs kommun,Blekinge,Blekinge
"(56.219,14.81) → (56.067,14.678)",18.753906140545002,296.92415592722364,"(56.219,14.81)","(56.067,14.678)",Karlshamns kommun,Sölvesborgs kommun,Blekinge,Blekinge
"(56.219,14.81) → (56.182,14.502)",19.460743320341,115.3762434460069,"(56.219,14.81)","(56.182,14.502)",Karlshamns kommun,Bromölla Kommun,Blekinge,Skåne
"(56.219,14.813) → (56.196,15.638)",51.072516712786,139.08306417732047,"(56.219,14.813)","(56.196,15.638)",Karlshamns kommun,Karlskrona Kommun,Blekinge,Blekinge
"(56.219,14.825) → (56.082,14.678)",17.719202540009,296.6700788628402,"(56.219,14.825)","(56.082,14.678)",Karlshamns kommun,Sölvesborgs kommun,Blekinge,Blekinge
"(56.219,14.826) → (56.188,14.502)",20.320725793648,115.3371751714365,"(56.219,14.826)","(56.188,14.502)",Karlshamns kommun,Bromölla Kommun,Blekinge,Skåne
"(56.219,14.827) → (56.317,14.502)",22.843668968804998,273.17022345304576,"(56.219,14.827)","(56.317,14.502)",Karlshamns kommun,Olofströms Kommun,Blekinge,Skåne
"(56.219,14.832) → (56.317,14.551)",20.479563339141,273.0777235676658,"(56.219,14.832)","(56.317,14.551)",Karlshamns kommun,Olofströms Kommun,Blekinge,Blekinge
"(56.219,14.836) → (56.317,14.52)",22.350052559252,273.2153413740494,"(56.219,14.836)","(56.317,14.52)",Karlshamns kommun,Olofströms Kommun,Blekinge,Blekinge
"(56.219,14.838) → (56.317,14.528)",22.015960638221998,272.936472553813,"(56.219,14.838)","(56.317,14.528)",Karlshamns kommun,Olofströms Kommun,Blekinge,Blekinge
"(56.219,14.854) → (56.201,15.623)",47.602404375434,139.1301759201848,"(56.219,14.854)","(56.201,15.623)",Karlshamns kommun,Karlskrona Kommun,Blekinge,Blekinge
"(56.219,14.854) → (56.178,14.502)",22.215171834789,115.27751635813219,"(56.219,14.854)","(56.178,14.502)",Karlshamns kommun,Bromölla Kommun,Blekinge,Skåne
"(56.219,14.907) → (56.172,15.587)",42.400562201244,139.0111226671594,"(56.219,14.907)","(56.172,15.587)",Karlshamns kommun,Karlskrona Kommun,Blekinge,Blekinge
"(56.219,14.907) → (56.227,15.244)",20.847743936039,371.6407438566262,"(56.219,14.907)","(56.227,15.244)",Karlshamns kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.219,14.915) → (56.219,15.255)",21.027206980273,371.57937227463987,"(56.219,14.915)","(56.219,15.255)",Karlshamns kommun,Ronneby Kommun,Blekinge,Blekinge
"(56.219,14.919) → (56.219,15.235)",19.562392982246,371.4535494491852,"(56.219,14.919)","(56.219,15.235)",Karlshamns kommun,Ronneby Kommun,Blekinge,Blekinge
