,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(49.39,8.494) → (49.399,8.374)",8.714735242080001,2367.4830557822647,"(49.39,8.494)","(49.399,8.374)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Rheinland-Pfalz
"(49.392,8.49) → (49.401,8.37)",8.7599705210567,2367.831125822625,"(49.392,8.49)","(49.401,8.37)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Rheinland-Pfalz
"(49.396,8.493) → (49.404,8.37)",8.8975027623854,2367.4738154740194,"(49.396,8.493)","(49.404,8.37)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Rheinland-Pfalz
"(49.476,8.579) → (49.584,8.602)",12.158359069212,1427.0433532464256,"(49.476,8.579)","(49.584,8.602)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.482,8.572) → (49.576,8.602)",10.727551609697,1427.242641915734,"(49.482,8.572)","(49.576,8.602)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.486,8.573) → (49.611,8.59)",13.937900456704,1426.5482191867616,"(49.486,8.573)","(49.611,8.59)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.49,8.57) → (49.571,8.594)",9.1750703074169,1426.6338790440398,"(49.49,8.57)","(49.571,8.594)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.491,8.571) → (49.58,8.605)",10.243945399738,1426.6283108788261,"(49.491,8.571)","(49.58,8.605)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.492,8.575) → (49.579,8.6)",9.8648374929155,1426.8436243727954,"(49.492,8.575)","(49.579,8.6)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.494,8.558) → (49.598,8.579)",11.623913799013,1426.7617615752329,"(49.494,8.558)","(49.598,8.579)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.59,8.617) → (49.481,8.575)",12.478117244116001,2073.655897151587,"(49.59,8.617)","(49.481,8.575)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Baden-Württemberg
"(49.593,8.616) → (49.472,8.57)",13.859380663828,2072.6469630399233,"(49.593,8.616)","(49.472,8.57)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Baden-Württemberg
"(49.6,8.615) → (49.482,8.578)",13.363215889662001,2072.957221029799,"(49.6,8.615)","(49.482,8.578)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Baden-Württemberg
"(48.657,8.94) → (48.657,8.939)",0.021661956384175,558464.5562439285,"(48.657,8.94)","(48.657,8.939)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.657,8.941)",0.033544288515926,558433.2037389161,"(48.657,8.941)","(48.657,8.941)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.658,8.94) → (48.657,8.939)",0.029354494919083998,558466.7359447598,"(48.658,8.94)","(48.657,8.939)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.658,8.94)",0.0229183791484385,1117143.8242899831,"(48.658,8.94)","(48.658,8.94)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.659,8.939)",0.020602799772361,558548.8423568185,"(48.659,8.939)","(48.659,8.939)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.66,8.939) → (48.66,8.938)",0.032002474482207,558705.0408237574,"(48.66,8.939)","(48.66,8.938)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.416,9.931) → (48.396,10.013)",6.4381148533121,2478.2376249163076,"(48.416,9.931)","(48.396,10.013)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.421,10.005) → (48.444,9.925)",6.473341204043599,2178.7230750463646,"(48.421,10.005)","(48.444,9.925)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.423,10.012) → (48.443,9.945)",5.411475157386099,2178.0979147165513,"(48.423,10.012)","(48.443,9.945)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.432,9.929) → (48.404,9.998)",6.0133343715615,2478.9306653245358,"(48.432,9.929)","(48.404,9.998)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.434,9.946) → (48.41,10.042)",7.544696300500999,2477.87332517351,"(48.434,9.946)","(48.41,10.042)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.437,9.928) → (48.419,10.016)",6.7950757583538,2477.7245453930027,"(48.437,9.928)","(48.419,10.016)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.441,9.94) → (48.421,10.025)",6.6593688526857004,2477.863654011023,"(48.441,9.94)","(48.421,10.025)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.445,9.949) → (48.429,10.011)",4.892458116189401,2478.0954401235704,"(48.445,9.949)","(48.429,10.011)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.446,9.938) → (48.417,10.014)",6.5236352493069,2478.5845274086046,"(48.446,9.938)","(48.417,10.014)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.45,10.027) → (48.473,9.948)",6.440486910880701,2178.293157994179,"(48.45,10.027)","(48.473,9.948)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.475,10.029) → (48.492,9.925)",7.8492560344284,2178.089413580262,"(48.475,10.029)","(48.492,9.925)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(49.966,9.155) → (50.031,8.917)",18.504389729177,1043.8125778523831,"(49.966,9.155)","(50.031,8.917)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(49.974,9.142) → (50.038,8.921)",17.286849053624998,1043.7499038631013,"(49.974,9.142)","(50.038,8.921)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(49.986,9.118) → (50.041,8.931)",14.711829672221,1044.1121742162677,"(49.986,9.118)","(50.041,8.931)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(49.991,9.113) → (50.036,8.945)",13.019682097552,1043.9061445316183,"(49.991,9.113)","(50.036,8.945)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
