,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.353) → (55.642,12.294)",4.522129053002099,1505.2174904727426,"(55.665,12.353)","(55.642,12.294)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.356) → (55.723,12.327)",6.683167751869201,339.55107032759884,"(55.665,12.356)","(55.723,12.327)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.77,12.249)",13.579472212789,338.6494084929621,"(55.665,12.36)","(55.77,12.249)",Albertslund,Egedal,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.63,12.458)",7.3315005208006,356.9072400090008,"(55.665,12.36)","(55.63,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.587,12.3)",9.455033838734801,524.7773276646665,"(55.665,12.36)","(55.587,12.3)",Albertslund,Greve,Region Hovedstaden,Region Sjælland
"(55.665,12.361) → (55.634,12.458)",7.0426181174636,357.4494254593264,"(55.665,12.361)","(55.634,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.361) → (55.616,12.36)",5.516618997379201,783.644157411067,"(55.665,12.361)","(55.616,12.36)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.633,12.458)",7.0033036394531,356.7451784124334,"(55.665,12.362)","(55.633,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.669,12.458)",6.049768211427901,812.0932852378714,"(55.665,12.362)","(55.669,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.364) → (55.64,12.371)",2.7849872693483997,354.85921223136023,"(55.665,12.364)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.365) → (55.616,12.363)",5.5173028413965,785.2231523589196,"(55.665,12.365)","(55.616,12.363)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.739,12.307)",9.168150410929199,339.31793286356344,"(55.665,12.371)","(55.739,12.307)",Albertslund,Egedal,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.814,12.371)",16.505343891451002,129.59964516320565,"(55.665,12.371)","(55.814,12.371)",Albertslund,Furesø,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.743,12.477)",10.95602939054,479.51868710386094,"(55.665,12.371)","(55.743,12.477)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.623,12.612)",15.886725795298,259.1992903264113,"(55.665,12.371)","(55.623,12.612)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.632,12.62)",16.051356615842,259.0213227966133,"(55.665,12.371)","(55.632,12.62)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.64,12.634)",16.770146741189002,259.14955523396685,"(55.665,12.371)","(55.64,12.634)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.64,12.371)",2.7569967367947994,709.1949590944721,"(55.665,12.371)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.591,12.264)",10.648161069811,526.0735971249527,"(55.665,12.371)","(55.591,12.264)",Albertslund,Greve,Region Hovedstaden,Region Sjælland
"(55.665,12.371) → (55.462,12.177)",25.655872454498,228.05160860589083,"(55.665,12.371)","(55.462,12.177)",Albertslund,Køge,Region Hovedstaden,Region Sjælland
"(55.665,12.371) → (55.617,12.077)",19.203395897354,398.8928371067845,"(55.665,12.371)","(55.617,12.077)",Albertslund,Roskilde,Region Hovedstaden,Region Sjælland
"(55.665,12.371) → (55.628,12.1)",17.500307127322,399.16690710267346,"(55.665,12.371)","(55.628,12.1)",Albertslund,Roskilde,Region Hovedstaden,Region Sjælland
"(55.665,12.371) → (55.646,12.087)",17.938928086176,398.1069382283677,"(55.665,12.371)","(55.646,12.087)",Albertslund,Roskilde,Region Hovedstaden,Region Sjælland
"(55.666,12.353) → (55.646,12.288)",4.6151692533696,1507.5040986762895,"(55.666,12.353)","(55.646,12.288)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.666,12.355) → (55.666,12.354)",0.033108065432769,59657.5569827226,"(55.666,12.355)","(55.666,12.354)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.666,12.355)",0.019953390802009967,89366.38839902377,"(55.666,12.355)","(55.666,12.355)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.666,12.355) → (55.646,12.297)",4.2728395371708,1508.2504114616872,"(55.666,12.355)","(55.646,12.297)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.667,12.354) → (55.649,12.282)",4.981940161701299,1508.539869699714,"(55.667,12.354)","(55.649,12.282)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.667,12.355) → (55.646,12.283)",5.0564778221318,1504.5340133046104,"(55.667,12.355)","(55.646,12.283)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.667,12.363) → (55.616,12.362)",5.7458545940335,783.2883265142559,"(55.667,12.363)","(55.616,12.362)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.667,12.367) → (55.616,12.358)",5.770314387378599,784.8346080737383,"(55.667,12.367)","(55.616,12.358)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.667,12.367) → (55.616,12.363)",5.7567592108837,785.3738496890263,"(55.667,12.367)","(55.616,12.363)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.667,12.368) → (55.681,12.53)",10.28195133745,4366.250770569565,"(55.667,12.368)","(55.681,12.53)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.667,12.368) → (55.668,12.415)",2.9295567921875,1161.2416722031983,"(55.667,12.368)","(55.668,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.668,12.363) → (55.685,12.521)",10.119316393759,4368.234263588423,"(55.668,12.363)","(55.685,12.521)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.668,12.363) → (55.64,12.371)",3.1530441625987,355.1030277471835,"(55.668,12.363)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.668,12.364) → (55.595,12.303)",9.0182213496899,526.174559362615,"(55.668,12.364)","(55.595,12.303)",Albertslund,Greve,Region Hovedstaden,Region Sjælland
"(55.668,12.366) → (55.587,12.283)",10.375875386677999,525.813285277125,"(55.668,12.366)","(55.587,12.283)",Albertslund,Greve,Region Hovedstaden,Region Sjælland
"(55.668,12.367) → (55.683,12.531)",10.424715373592,4377.0359879017005,"(55.668,12.367)","(55.683,12.531)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.668,12.367) → (55.67,12.415)",2.9774719422337004,1163.581503000511,"(55.668,12.367)","(55.67,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.668,12.371) → (55.633,12.458)",6.757547768497,357.69502065044765,"(55.668,12.371)","(55.633,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
