,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(49.392,8.495) → (49.401,8.366)",9.3776063772484,2394.1270099284143,"(49.392,8.495)","(49.401,8.366)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Rheinland-Pfalz
"(49.394,8.49) → (49.4,8.369)",8.7961232752131,2394.29065172957,"(49.394,8.49)","(49.4,8.369)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Rheinland-Pfalz
"(49.469,8.575) → (49.604,8.595)",15.112530011443999,1455.0640169412163,"(49.469,8.575)","(49.604,8.595)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.478,8.57) → (49.607,8.592)",14.534654419073,1455.115880512662,"(49.478,8.57)","(49.607,8.592)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.483,8.569) → (49.604,8.595)",13.533190357114,1455.239870442719,"(49.483,8.569)","(49.604,8.595)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.487,8.577) → (49.528,8.62)",5.4522744063344,1454.6444110379418,"(49.487,8.577)","(49.528,8.62)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Baden-Württemberg
"(49.488,8.565) → (49.582,8.595)",10.701202972768,1454.7786946220435,"(49.488,8.565)","(49.582,8.595)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.49,8.567) → (49.585,8.59)",10.708771230657,1455.332719021152,"(49.49,8.567)","(49.585,8.59)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.49,8.568) → (49.601,8.593)",12.472316270467,1454.8781307024535,"(49.49,8.568)","(49.601,8.593)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.594,8.618) → (49.469,8.584)",14.119929064302001,2149.678556056452,"(49.594,8.618)","(49.469,8.584)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Baden-Württemberg
"(48.653,8.945)",0.0038125952297446,553841.7302091572,"(48.653,8.945)","(48.653,8.945)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.658,8.94) → (48.658,8.939)",0.0334682629812225,1108022.728713267,"(48.658,8.94)","(48.658,8.939)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.658,8.94)",0.028550665600224505,1107823.5740807243,"(48.658,8.94)","(48.658,8.94)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.66,8.938)",0.036322841207181,554068.4455936928,"(48.66,8.938)","(48.66,8.938)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.66,8.941) → (48.659,8.94)",0.033224874203991,554103.7967880717,"(48.66,8.941)","(48.659,8.94)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.416,10.0) → (48.424,9.927)",5.4704843490437005,2147.652617961661,"(48.416,10.0)","(48.424,9.927)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.421,9.93) → (48.396,10.01)",6.5224440592584,2541.1105524074233,"(48.421,9.93)","(48.396,10.01)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.432,9.962) → (48.422,10.076)",8.4921891541375,2539.908719550523,"(48.432,9.962)","(48.422,10.076)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.436,9.916) → (48.411,9.983)",5.7148695967933,2540.6413801818185,"(48.436,9.916)","(48.411,9.983)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.44,9.934) → (48.422,10.033)",7.6250744391305005,2540.948432433517,"(48.44,9.934)","(48.422,10.033)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.444,10.031) → (48.467,9.917)",8.7631762089409,2148.5317606166323,"(48.444,10.031)","(48.467,9.917)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.446,9.903) → (48.416,10.033)",10.177339370762,2540.1431878807653,"(48.446,9.903)","(48.416,10.033)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.447,9.925) → (48.421,10.006)",6.5668583033244,2540.7319375278903,"(48.447,9.925)","(48.421,10.006)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.462,9.935) → (48.44,10.015)",6.420054475045,2540.3168100840717,"(48.462,9.935)","(48.44,10.015)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(49.868,9.479) → (49.981,8.921)",41.908724843108004,1041.1943691402475,"(49.868,9.479)","(49.981,8.921)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(49.949,9.267) → (50.059,8.939)",26.457687548736,1041.6870410199967,"(49.949,9.267)","(50.059,8.939)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(49.966,9.151) → (50.042,8.928)",18.091980608948,1041.5318339932212,"(49.966,9.151)","(50.042,8.928)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(49.969,9.172) → (50.064,8.927)",20.392165917114,1041.6205825671173,"(49.969,9.172)","(50.064,8.927)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
