,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.343) → (55.64,12.371)",3.2678945013277994,231.67553194218138,"(55.665,12.343)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.649,12.292)",4.171969096040001,804.4832099336443,"(55.665,12.352)","(55.649,12.292)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.352) → (55.64,12.371)",2.9867464665393,232.4721438359998,"(55.665,12.352)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.647,12.3)",4.0187449339959,803.5179562673687,"(55.665,12.355)","(55.647,12.3)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.356) → (55.591,12.312)",8.7239115630101,133.21437455770774,"(55.665,12.356)","(55.591,12.312)",Albertslund,Greve,Region Hovedstaden,Region Sjælland
"(55.665,12.357) → (55.647,12.296)",4.3154103701674,804.5103404661565,"(55.665,12.357)","(55.647,12.296)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.631,12.458)",7.3081792472239995,208.62767475920492,"(55.665,12.359)","(55.631,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.647,12.294)",4.5206018710901,804.8687385003426,"(55.665,12.359)","(55.647,12.294)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.616,12.366)",5.5320343306823005,368.462636781001,"(55.665,12.359)","(55.616,12.366)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.715,12.401)",6.083939361116401,177.33352354532417,"(55.665,12.36)","(55.715,12.401)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.683,12.521)",10.274019484474,2060.971381335134,"(55.665,12.36)","(55.683,12.521)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.647,12.295)",4.546322568860799,803.216547822939,"(55.665,12.36)","(55.647,12.295)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.64,12.371)",2.8418471897688997,232.09828816961547,"(55.665,12.36)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.361) → (55.616,12.356)",5.5242450301897,368.2985649536626,"(55.665,12.361)","(55.616,12.356)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.673,12.415)",3.4321620149445997,732.8047075917074,"(55.665,12.362)","(55.673,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.64,12.371)",2.8115960326192004,232.46430416913745,"(55.665,12.362)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.665,12.458)",5.9716013408593,452.93868042628714,"(55.665,12.363)","(55.665,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.591,12.306)",9.013426317677599,133.273719686745,"(55.665,12.363)","(55.591,12.306)",Albertslund,Greve,Region Hovedstaden,Region Sjælland
"(55.665,12.364) → (55.721,12.384)",6.3679729601993005,177.69829291566003,"(55.665,12.364)","(55.721,12.384)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.364) → (55.616,12.364)",5.5157396447763,367.7062767630987,"(55.665,12.364)","(55.616,12.364)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.365) → (55.681,12.529)",10.456108175732,2064.43605004958,"(55.665,12.365)","(55.681,12.529)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.366) → (55.669,12.415)",3.0964383774432003,733.9850833473702,"(55.665,12.366)","(55.669,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.366) → (55.671,12.415)",3.1114371966078997,733.0796938673072,"(55.665,12.366)","(55.671,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.366) → (55.616,12.362)",5.519521434156999,368.28614480728515,"(55.665,12.366)","(55.616,12.362)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.369) → (55.68,12.53)",10.212870583405,2063.4471943103213,"(55.665,12.369)","(55.68,12.53)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.626,12.458)",7.062829361809599,209.05681519489417,"(55.665,12.371)","(55.626,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.627,12.458)",6.9697396305093005,208.9637247964043,"(55.665,12.371)","(55.627,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.616,12.361)",5.547308520964201,367.8442592003214,"(55.665,12.371)","(55.616,12.361)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.616,12.364)",5.5297925061830995,367.0365168971637,"(55.665,12.371)","(55.616,12.364)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.671,12.458)",5.5457624528038005,453.93546880039656,"(55.665,12.371)","(55.671,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.673,12.458)",5.5809768272461,454.4807744430327,"(55.665,12.371)","(55.673,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.64,12.371)",2.7569967367942496,464.7610903711893,"(55.665,12.371)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.666,12.354)",0.0075998800679146,34711.27095292224,"(55.666,12.354)","(55.666,12.354)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.666,12.355) → (55.666,12.354)",0.0146619813560495,138683.4926876367,"(55.666,12.355)","(55.666,12.354)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.666,12.355)",0.0032556350289679,34576.92236840444,"(55.666,12.355)","(55.666,12.355)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.666,12.361) → (55.685,12.532)",10.916808347363,2060.1982882471484,"(55.666,12.361)","(55.685,12.532)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.666,12.362) → (55.68,12.525)",10.333822893772,2063.5167823644924,"(55.666,12.362)","(55.68,12.525)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.667,12.358) → (55.646,12.301)",4.2483471136382,801.7535262718187,"(55.667,12.358)","(55.646,12.301)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.667,12.364) → (55.685,12.526)",10.335952705864,2056.4457329699244,"(55.667,12.364)","(55.685,12.526)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.667,12.364) → (55.67,12.415)",3.1798710390802998,733.9603311407599,"(55.667,12.364)","(55.67,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.668,12.36) → (55.673,12.415)",3.4613067070078,734.3120633720658,"(55.668,12.36)","(55.673,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.668,12.366) → (55.671,12.415)",3.0692209500527996,731.4699379298086,"(55.668,12.366)","(55.671,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.668,12.371) → (55.67,12.458)",5.5164461019405,453.76519260127066,"(55.668,12.371)","(55.67,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.668,12.371) → (55.673,12.458)",5.538958728164901,454.6985730488948,"(55.668,12.371)","(55.673,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.67,12.362) → (55.727,12.393)",6.643499181843901,177.40006826682165,"(55.67,12.362)","(55.727,12.393)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.67,12.364) → (55.675,12.458)",5.9501121554733,454.49610143217933,"(55.67,12.364)","(55.675,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.671,12.371) → (55.725,12.382)",6.0060991492324005,177.61916607694366,"(55.671,12.371)","(55.725,12.382)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.847,12.327) → (55.69,12.517)",21.094313858553,216.53243626685588,"(55.847,12.327)","(55.69,12.517)",Allerød,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.856,12.327) → (55.68,12.516)",22.817874119361,216.79255332627426,"(55.856,12.327)","(55.68,12.516)",Allerød,København,Region Hovedstaden,Region Hovedstaden
"(55.859,12.339)",0.019343781437592498,42016.86164151218,"(55.859,12.339)","(55.859,12.339)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.34)",0.012258928584042551,41937.659598424056,"(55.859,12.34)","(55.859,12.34)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.341) → (55.859,12.34)",0.035050060566297,21031.115608606353,"(55.859,12.341)","(55.859,12.34)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.86,12.341)",0.014717110912509,21021.75071451827,"(55.86,12.341)","(55.86,12.341)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.871,12.36) → (55.937,12.306)",8.109289547990201,151.49870047739313,"(55.871,12.36)","(55.937,12.306)",Allerød,Hillerød,Region Hovedstaden,Region Hovedstaden
"(55.715,12.401) → (55.64,12.256)",12.287924722985,130.6023279977527,"(55.715,12.401)","(55.64,12.256)",Ballerup,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.715,12.404) → (55.646,12.256)",12.048285901949999,130.44122666678064,"(55.715,12.404)","(55.646,12.256)",Ballerup,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.715,12.405) → (55.739,12.474)",5.1255118452483,268.60813125247637,"(55.715,12.405)","(55.739,12.474)",Ballerup,Gladsaxe,Region Hovedstaden,Region Hovedstaden
