,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(49.488,8.56) → (49.57,8.592)",9.4516897272505,808.9117953351071,"(49.488,8.56)","(49.57,8.592)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.492,8.574) → (49.536,8.614)",5.75531194934,809.0860795082665,"(49.492,8.574)","(49.536,8.614)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Baden-Württemberg
"(49.493,8.557) → (49.542,8.574)",5.5439586723752,809.1446026909763,"(49.493,8.557)","(49.542,8.574)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.495,8.565) → (49.538,8.593)",5.213267091211099,808.9968258286477,"(49.495,8.565)","(49.538,8.593)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Baden-Württemberg
"(49.5,8.562) → (49.56,8.589)",6.9248869675682,809.0280445420078,"(49.5,8.562)","(49.56,8.589)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.504,8.542) → (49.548,8.566)",5.1353250127817,808.8665831254796,"(49.504,8.542)","(49.548,8.566)",Karlsruhe Region,Regierungsbezirk Darmstadt,Baden-Württemberg,Hesse
"(49.507,8.567) → (49.537,8.601)",4.1883623692487,809.1260726099217,"(49.507,8.567)","(49.537,8.601)",Karlsruhe Region,Karlsruhe Region,Baden-Württemberg,Baden-Württemberg
"(48.652,8.945)",0.0043398905286546,677392.0081784022,"(48.652,8.945)","(48.652,8.945)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.653,8.944)",0.0028114179590148,677609.3197927456,"(48.653,8.944)","(48.653,8.944)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.653,8.945)",0.006942256908687224,2710083.015863344,"(48.653,8.945)","(48.653,8.945)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.655,8.944)",0.0028636074738671,677575.8272390802,"(48.655,8.944)","(48.655,8.944)",Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart,Baden-Württemberg,Baden-Württemberg
"(48.324,10.019) → (48.344,9.986)",3.300530326301,1134.8602440084608,"(48.324,10.019)","(48.344,9.986)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.387,9.931) → (48.347,10.084)",12.131014343721,903.6832135547724,"(48.387,9.931)","(48.347,10.084)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.392,9.961) → (48.365,10.025)",5.5997546637704,903.8779167134858,"(48.392,9.961)","(48.365,10.025)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.41,10.004) → (48.385,10.041)",3.8958314572087,903.6327043211035,"(48.41,10.004)","(48.385,10.041)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.416,9.964) → (48.383,9.986)",4.050610965103,903.9225953729297,"(48.416,9.964)","(48.383,9.986)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.428,10.036) → (48.45,10.005)",3.4081062314519,1135.0415513128296,"(48.428,10.036)","(48.45,10.005)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.448,9.983) → (48.423,10.028)",4.322427221947,903.8130824199206,"(48.448,9.983)","(48.423,10.028)",Tübingen Region,Swabia,Baden-Württemberg,Bavaria
"(48.476,10.007) → (48.438,10.033)",4.7450136854895,903.7782061486448,"(48.476,10.007)","(48.438,10.033)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(48.476,9.965) → (48.445,9.999)",4.1833556325806995,903.9432964225266,"(48.476,9.965)","(48.445,9.999)",Tübingen Region,Tübingen Region,Baden-Württemberg,Baden-Württemberg
"(49.854,9.383) → (49.949,8.905)",35.849185964256,321.28560751857543,"(49.854,9.383)","(49.949,8.905)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(50.023,9.097) → (50.049,8.989)",8.1990148055004,321.26256201097874,"(50.023,9.097)","(50.049,8.989)",Regierungsbezirk Unterfranken,Regierungsbezirk Unterfranken,Bavaria,Bavaria
"(50.051,9.036) → (50.044,8.912)",8.9149829068655,321.19844617631793,"(50.051,9.036)","(50.044,8.912)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(50.053,9.053) → (50.039,8.912)",10.163425747467,321.3088468954317,"(50.053,9.053)","(50.039,8.912)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(50.07,9.04) → (50.104,8.938)",8.1338439555163,321.25016515538834,"(50.07,9.04)","(50.104,8.938)",Regierungsbezirk Unterfranken,Regierungsbezirk Darmstadt,Bavaria,Hesse
"(48.317,10.044) → (48.353,9.996)",5.3334431271852,1134.6775396254784,"(48.317,10.044)","(48.353,9.996)",Swabia,Tübingen Region,Bavaria,Bavaria
"(48.391,10.006) → (48.431,9.977)",4.9542953211152,1134.9040376001417,"(48.391,10.006)","(48.431,9.977)",Swabia,Tübingen Region,Bavaria,Baden-Württemberg
"(48.4,10.038) → (48.411,9.957)",6.0854539090122,1134.9854490147065,"(48.4,10.038)","(48.411,9.957)",Swabia,Tübingen Region,Bavaria,Baden-Württemberg
"(48.403,10.033) → (48.437,9.989)",5.0156960086265,1134.740963285018,"(48.403,10.033)","(48.437,9.989)",Swabia,Tübingen Region,Bavaria,Baden-Württemberg
"(48.404,10.025) → (48.44,9.951)",6.7496104611707,1135.0675452990056,"(48.404,10.025)","(48.44,9.951)",Swabia,Tübingen Region,Bavaria,Baden-Württemberg
"(48.827,11.363)",0.0061773197454032,816568.4322016442,"(48.827,11.363)","(48.827,11.363)",Upper Bavaria,Upper Bavaria,Bavaria,Bavaria
"(48.83,11.36)",0.001174294132643,816717.5921450887,"(48.83,11.36)","(48.83,11.36)",Upper Bavaria,Upper Bavaria,Bavaria,Bavaria
"(48.83,11.362)",0.0041267151416522,816599.9430988567,"(48.83,11.362)","(48.83,11.362)",Upper Bavaria,Upper Bavaria,Bavaria,Bavaria
"(48.832,11.364)",0.0038574476466073,816482.6058861595,"(48.832,11.364)","(48.832,11.364)",Upper Bavaria,Upper Bavaria,Bavaria,Bavaria
"(48.833,11.36)",0.0060674048776457,816658.5212290763,"(48.833,11.36)","(48.833,11.36)",Upper Bavaria,Upper Bavaria,Bavaria,Bavaria
"(48.833,11.363)",0.0011740180388933,816698.8886363081,"(48.833,11.363)","(48.833,11.363)",Upper Bavaria,Upper Bavaria,Bavaria,Bavaria
"(48.833,11.364)",0.003206931323407,816436.9705240008,"(48.833,11.364)","(48.833,11.364)",Upper Bavaria,Upper Bavaria,Bavaria,Bavaria
"(50.309,11.09) → (50.365,11.206)",10.309123304576,71.72302726589609,"(50.309,11.09)","(50.365,11.206)",Upper Franconia,Upper Franconia,Bavaria,Thuringia
"(50.317,11.118) → (50.364,11.185)",7.009295373381501,71.71788264213755,"(50.317,11.118)","(50.364,11.185)",Upper Franconia,Upper Franconia,Bavaria,Thuringia
"(50.317,11.118) → (50.373,11.171)",7.2731967560362,71.72821516856244,"(50.317,11.118)","(50.373,11.171)",Upper Franconia,Upper Franconia,Bavaria,Thuringia
"(50.317,11.118) → (50.373,11.182)",7.693196700860599,71.7151151978739,"(50.317,11.118)","(50.373,11.182)",Upper Franconia,Upper Franconia,Bavaria,Thuringia
"(50.332,11.282) → (50.388,11.329)",7.0660512131682,71.70356957721981,"(50.332,11.282)","(50.388,11.329)",Upper Franconia,Upper Franconia,Bavaria,Bavaria
"(50.352,11.124) → (50.296,11.052)",8.040455892352801,57.038783855735126,"(50.352,11.124)","(50.296,11.052)",Upper Franconia,Upper Franconia,Bavaria,Bavaria
"(50.389,11.35) → (50.333,11.262)",8.8172065651634,57.047001537570125,"(50.389,11.35)","(50.333,11.262)",Upper Franconia,Upper Franconia,Bavaria,Bavaria
"(50.397,11.404) → (50.341,11.375)",6.5708401848796,57.04569511402247,"(50.397,11.404)","(50.341,11.375)",Upper Franconia,Upper Franconia,Bavaria,Bavaria
"(52.49,13.298) → (52.498,13.36)",4.3357264095724,1696.145841753533,"(52.49,13.298)","(52.498,13.36)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.49,13.321) → (52.504,13.367)",3.4643633018388997,1696.6061128102322,"(52.49,13.321)","(52.504,13.367)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.491,13.297) → (52.503,13.353)",4.0173647229974,1696.4844168856514,"(52.491,13.297)","(52.503,13.353)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.493,13.284) → (52.498,13.356)",4.885380805435901,1696.7288324961114,"(52.493,13.284)","(52.498,13.356)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.494,13.287) → (52.509,13.361)",5.202043657571,1696.6899760016242,"(52.494,13.287)","(52.509,13.361)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.495,13.303) → (52.499,13.353)",3.4064327610644,1696.4189530725141,"(52.495,13.303)","(52.499,13.353)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.5,13.332) → (52.495,13.255)",5.2698067842608,2770.0221089304914,"(52.5,13.332)","(52.495,13.255)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.501,13.333) → (52.499,13.243)",6.0890748030164,2770.4681344862865,"(52.501,13.333)","(52.499,13.243)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.505,13.284) → (52.506,13.346)",4.1566609394951,1696.2406491086097,"(52.505,13.284)","(52.506,13.346)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.505,13.336) → (52.493,13.268)",4.784003821999599,2770.1769414119844,"(52.505,13.336)","(52.493,13.268)",Upper Franconia,Upper Franconia,Berlin,Berlin
"(52.509,13.339) → (52.505,13.265)",4.9920198989615,2770.910749435533,"(52.509,13.339)","(52.505,13.265)",Upper Franconia,Upper Franconia,Berlin,Berlin
